run_scope,policy_name,diagnostic_only,num_cases,accuracy,correct_count,top3_accuracy,top5_accuracy,macro_f1,mean_requests,median_requests,notebook13_accuracy,notebook13_correct_count,notebook13_top3_accuracy,notebook13_top5_accuracy,graph_only_accuracy,graph_only_correct_count,graph_only_top3_accuracy,graph_only_top5_accuracy,changed_predictions,overrides_fired,improvements_vs_notebook13,regressions_vs_notebook13,clip_value,margin_min,require_reference_negative,require_graph_positive
notebook13_24case,diagnostic_clip1_margin2,True,24,0.9166666666666666,22,0.9166666666666666,0.9166666666666666,0.8666666666666666,6.583333333333333,4.5,0.9166666666666666,22,0.9166666666666666,0.9166666666666666,0.9583333333333334,23,0.9583333333333334,0.9583333333333334,0,0,0,0,1.0,2.0,True,True
notebook13_24case,diagnostic_clip2_margin0,True,24,0.9583333333333334,23,0.9583333333333334,0.9583333333333334,0.9444444444444443,6.583333333333333,4.5,0.9166666666666666,22,0.9166666666666666,0.9166666666666666,0.9583333333333334,23,0.9583333333333334,0.9583333333333334,2,2,1,0,2.0,0.0,True,True
notebook13_24case,diagnostic_clip2_margin0.5,True,24,0.9583333333333334,23,0.9583333333333334,0.9583333333333334,0.92,6.583333333333333,4.5,0.9166666666666666,22,0.9166666666666666,0.9166666666666666,0.9583333333333334,23,0.9583333333333334,0.9583333333333334,1,1,1,0,2.0,0.5,True,True
notebook13_24case,diagnostic_clip2_margin1,True,24,0.9583333333333334,23,0.9583333333333334,0.9583333333333334,0.92,6.583333333333333,4.5,0.9166666666666666,22,0.9166666666666666,0.9166666666666666,0.9583333333333334,23,0.9583333333333334,0.9583333333333334,1,1,1,0,2.0,1.0,True,True
notebook13_24case,diagnostic_clip2_margin1.5,True,24,0.9166666666666666,22,0.9166666666666666,0.9166666666666666,0.8666666666666666,6.583333333333333,4.5,0.9166666666666666,22,0.9166666666666666,0.9166666666666666,0.9583333333333334,23,0.9583333333333334,0.9583333333333334,0,0,0,0,2.0,1.5,True,True
notebook13_24case,diagnostic_clip2_margin2,True,24,0.9166666666666666,22,0.9166666666666666,0.9166666666666666,0.8666666666666666,6.583333333333333,4.5,0.9166666666666666,22,0.9166666666666666,0.9166666666666666,0.9583333333333334,23,0.9583333333333334,0.9583333333333334,0,0,0,0,2.0,2.0,True,True
notebook13_24case,diagnostic_clip3_margin0,True,24,0.9583333333333334,23,0.9583333333333334,0.9583333333333334,0.9444444444444443,6.583333333333333,4.5,0.9166666666666666,22,0.9166666666666666,0.9166666666666666,0.9583333333333334,23,0.9583333333333334,0.9583333333333334,2,2,1,0,3.0,0.0,True,True
notebook13_24case,diagnostic_clip3_margin0.5,True,24,0.9583333333333334,23,0.9583333333333334,0.9583333333333334,0.92,6.583333333333333,4.5,0.9166666666666666,22,0.9166666666666666,0.9166666666666666,0.9583333333333334,23,0.9583333333333334,0.9583333333333334,1,1,1,0,3.0,0.5,True,True
notebook13_24case,diagnostic_clip3_margin1_same_thresholds,True,24,0.9583333333333334,23,0.9583333333333334,0.9583333333333334,0.92,6.583333333333333,4.5,0.9166666666666666,22,0.9166666666666666,0.9166666666666666,0.9583333333333334,23,0.9583333333333334,0.9583333333333334,1,1,1,0,3.0,1.0,True,True
notebook13_24case,diagnostic_clip3_margin1.5,True,24,0.9583333333333334,23,0.9583333333333334,0.9583333333333334,0.92,6.583333333333333,4.5,0.9166666666666666,22,0.9166666666666666,0.9166666666666666,0.9583333333333334,23,0.9583333333333334,0.9583333333333334,1,1,1,0,3.0,1.5,True,True
notebook13_24case,diagnostic_clip3_margin2,True,24,0.9583333333333334,23,0.9583333333333334,0.9583333333333334,0.92,6.583333333333333,4.5,0.9166666666666666,22,0.9166666666666666,0.9166666666666666,0.9583333333333334,23,0.9583333333333334,0.9583333333333334,1,1,1,0,3.0,2.0,True,True
notebook13_24case,diagnostic_clip5_margin0,True,24,0.9583333333333334,23,0.9583333333333334,0.9583333333333334,0.9444444444444443,6.583333333333333,4.5,0.9166666666666666,22,0.9166666666666666,0.9166666666666666,0.9583333333333334,23,0.9583333333333334,0.9583333333333334,2,2,1,0,5.0,0.0,True,True
notebook13_24case,diagnostic_clip5_margin0.5,True,24,0.9583333333333334,23,0.9583333333333334,0.9583333333333334,0.92,6.583333333333333,4.5,0.9166666666666666,22,0.9166666666666666,0.9166666666666666,0.9583333333333334,23,0.9583333333333334,0.9583333333333334,1,1,1,0,5.0,0.5,True,True
notebook13_24case,diagnostic_clip5_margin1,True,24,0.9583333333333334,23,0.9583333333333334,0.9583333333333334,0.92,6.583333333333333,4.5,0.9166666666666666,22,0.9166666666666666,0.9166666666666666,0.9583333333333334,23,0.9583333333333334,0.9583333333333334,1,1,1,0,5.0,1.0,True,True
notebook13_24case,diagnostic_clip5_margin1.5,True,24,0.9583333333333334,23,0.9583333333333334,0.9583333333333334,0.92,6.583333333333333,4.5,0.9166666666666666,22,0.9166666666666666,0.9166666666666666,0.9583333333333334,23,0.9583333333333334,0.9583333333333334,1,1,1,0,5.0,1.5,True,True
notebook13_24case,diagnostic_clip5_margin2,True,24,0.9583333333333334,23,0.9583333333333334,0.9583333333333334,0.92,6.583333333333333,4.5,0.9166666666666666,22,0.9166666666666666,0.9166666666666666,0.9583333333333334,23,0.9583333333333334,0.9583333333333334,1,1,1,0,5.0,2.0,True,True
notebook13_24case,diagnostic_clip10_margin0,True,24,0.9583333333333334,23,0.9583333333333334,0.9583333333333334,0.9444444444444443,6.583333333333333,4.5,0.9166666666666666,22,0.9166666666666666,0.9166666666666666,0.9583333333333334,23,0.9583333333333334,0.9583333333333334,2,2,1,0,10.0,0.0,True,True
notebook13_24case,diagnostic_clip10_margin0.5,True,24,0.9583333333333334,23,0.9583333333333334,0.9583333333333334,0.92,6.583333333333333,4.5,0.9166666666666666,22,0.9166666666666666,0.9166666666666666,0.9583333333333334,23,0.9583333333333334,0.9583333333333334,1,1,1,0,10.0,0.5,True,True
notebook13_24case,diagnostic_clip10_margin1,True,24,0.9583333333333334,23,0.9583333333333334,0.9583333333333334,0.92,6.583333333333333,4.5,0.9166666666666666,22,0.9166666666666666,0.9166666666666666,0.9583333333333334,23,0.9583333333333334,0.9583333333333334,1,1,1,0,10.0,1.0,True,True
notebook13_24case,diagnostic_clip10_margin1.5,True,24,0.9583333333333334,23,0.9583333333333334,0.9583333333333334,0.92,6.583333333333333,4.5,0.9166666666666666,22,0.9166666666666666,0.9166666666666666,0.9583333333333334,23,0.9583333333333334,0.9583333333333334,1,1,1,0,10.0,1.5,True,True
notebook13_24case,diagnostic_clip10_margin2,True,24,0.9583333333333334,23,0.9583333333333334,0.9583333333333334,0.92,6.583333333333333,4.5,0.9166666666666666,22,0.9166666666666666,0.9166666666666666,0.9583333333333334,23,0.9583333333333334,0.9583333333333334,1,1,1,0,10.0,2.0,True,True
