cohort,policy_name,dataset_name,budget,split,num_workups,candidate_pool_recall_count,candidate_pool_recall,current_pool_recall_count,current_pool_recall,recoveries_vs_current_pool,lost_truth_vs_current_pool,mean_pool_size,median_pool_size,p90_pool_size,mean_pool_size_delta,mean_questions
prospective90,saved_plus_visible_rare_hpo10,ALL,-1,ALL,9,9,1.0,8,0.8888888888888888,1,0,14.11111111111111,16.0,21.0,7.444444444444445,7.0
prospective90,saved_plus_visible_rare_hpo10,ddxplus,5,ALL,1,1,1.0,0,0.0,1,0,16.0,16.0,16.0,8.0,5.0
prospective90,saved_plus_visible_rare_hpo10,ddxplus,10,ALL,1,1,1.0,1,1.0,0,0,16.0,16.0,16.0,8.0,10.0
prospective90,saved_plus_visible_rare_hpo10,ddxplus,15,ALL,1,1,1.0,1,1.0,0,0,20.0,20.0,20.0,12.0,14.0
prospective90,saved_plus_visible_rare_hpo10,icraft_md,5,ALL,1,1,1.0,1,1.0,0,0,4.0,4.0,4.0,0.0,5.0
prospective90,saved_plus_visible_rare_hpo10,icraft_md,10,ALL,1,1,1.0,1,1.0,0,0,4.0,4.0,4.0,0.0,6.0
prospective90,saved_plus_visible_rare_hpo10,icraft_md,15,ALL,1,1,1.0,1,1.0,0,0,4.0,4.0,4.0,0.0,6.0
prospective90,saved_plus_visible_rare_hpo10,rarebench,5,ALL,1,1,1.0,1,1.0,0,0,21.0,21.0,21.0,13.0,5.0
prospective90,saved_plus_visible_rare_hpo10,rarebench,10,ALL,1,1,1.0,1,1.0,0,0,21.0,21.0,21.0,13.0,6.0
prospective90,saved_plus_visible_rare_hpo10,rarebench,15,ALL,1,1,1.0,1,1.0,0,0,21.0,21.0,21.0,13.0,6.0
prospective90,saved_plus_visible_rare_hpo10,ALL,-1,train,9,9,1.0,8,0.8888888888888888,1,0,14.11111111111111,16.0,21.0,7.444444444444445,7.0
prospective90,saved_plus_visible_rare_hpo10,ddxplus,5,train,1,1,1.0,0,0.0,1,0,16.0,16.0,16.0,8.0,5.0
prospective90,saved_plus_visible_rare_hpo10,ddxplus,10,train,1,1,1.0,1,1.0,0,0,16.0,16.0,16.0,8.0,10.0
prospective90,saved_plus_visible_rare_hpo10,ddxplus,15,train,1,1,1.0,1,1.0,0,0,20.0,20.0,20.0,12.0,14.0
prospective90,saved_plus_visible_rare_hpo10,icraft_md,5,train,1,1,1.0,1,1.0,0,0,4.0,4.0,4.0,0.0,5.0
prospective90,saved_plus_visible_rare_hpo10,icraft_md,10,train,1,1,1.0,1,1.0,0,0,4.0,4.0,4.0,0.0,6.0
prospective90,saved_plus_visible_rare_hpo10,icraft_md,15,train,1,1,1.0,1,1.0,0,0,4.0,4.0,4.0,0.0,6.0
prospective90,saved_plus_visible_rare_hpo10,rarebench,5,train,1,1,1.0,1,1.0,0,0,21.0,21.0,21.0,13.0,5.0
prospective90,saved_plus_visible_rare_hpo10,rarebench,10,train,1,1,1.0,1,1.0,0,0,21.0,21.0,21.0,13.0,6.0
prospective90,saved_plus_visible_rare_hpo10,rarebench,15,train,1,1,1.0,1,1.0,0,0,21.0,21.0,21.0,13.0,6.0
prospective90,saved_sources_plus_ddx_bayes10_plus_visible_rare_hpo10_v1,ALL,-1,ALL,9,9,1.0,8,0.8888888888888888,1,0,14.777777777777779,20.0,21.0,8.11111111111111,7.0
prospective90,saved_sources_plus_ddx_bayes10_plus_visible_rare_hpo10_v1,ddxplus,5,ALL,1,1,1.0,0,0.0,1,0,21.0,21.0,21.0,13.0,5.0
prospective90,saved_sources_plus_ddx_bayes10_plus_visible_rare_hpo10_v1,ddxplus,10,ALL,1,1,1.0,1,1.0,0,0,17.0,17.0,17.0,9.0,10.0
prospective90,saved_sources_plus_ddx_bayes10_plus_visible_rare_hpo10_v1,ddxplus,15,ALL,1,1,1.0,1,1.0,0,0,20.0,20.0,20.0,12.0,14.0
prospective90,saved_sources_plus_ddx_bayes10_plus_visible_rare_hpo10_v1,icraft_md,5,ALL,1,1,1.0,1,1.0,0,0,4.0,4.0,4.0,0.0,5.0
prospective90,saved_sources_plus_ddx_bayes10_plus_visible_rare_hpo10_v1,icraft_md,10,ALL,1,1,1.0,1,1.0,0,0,4.0,4.0,4.0,0.0,6.0
prospective90,saved_sources_plus_ddx_bayes10_plus_visible_rare_hpo10_v1,icraft_md,15,ALL,1,1,1.0,1,1.0,0,0,4.0,4.0,4.0,0.0,6.0
prospective90,saved_sources_plus_ddx_bayes10_plus_visible_rare_hpo10_v1,rarebench,5,ALL,1,1,1.0,1,1.0,0,0,21.0,21.0,21.0,13.0,5.0
prospective90,saved_sources_plus_ddx_bayes10_plus_visible_rare_hpo10_v1,rarebench,10,ALL,1,1,1.0,1,1.0,0,0,21.0,21.0,21.0,13.0,6.0
prospective90,saved_sources_plus_ddx_bayes10_plus_visible_rare_hpo10_v1,rarebench,15,ALL,1,1,1.0,1,1.0,0,0,21.0,21.0,21.0,13.0,6.0
prospective90,saved_sources_plus_ddx_bayes10_plus_visible_rare_hpo10_v1,ALL,-1,train,9,9,1.0,8,0.8888888888888888,1,0,14.777777777777779,20.0,21.0,8.11111111111111,7.0
prospective90,saved_sources_plus_ddx_bayes10_plus_visible_rare_hpo10_v1,ddxplus,5,train,1,1,1.0,0,0.0,1,0,21.0,21.0,21.0,13.0,5.0
prospective90,saved_sources_plus_ddx_bayes10_plus_visible_rare_hpo10_v1,ddxplus,10,train,1,1,1.0,1,1.0,0,0,17.0,17.0,17.0,9.0,10.0
prospective90,saved_sources_plus_ddx_bayes10_plus_visible_rare_hpo10_v1,ddxplus,15,train,1,1,1.0,1,1.0,0,0,20.0,20.0,20.0,12.0,14.0
prospective90,saved_sources_plus_ddx_bayes10_plus_visible_rare_hpo10_v1,icraft_md,5,train,1,1,1.0,1,1.0,0,0,4.0,4.0,4.0,0.0,5.0
prospective90,saved_sources_plus_ddx_bayes10_plus_visible_rare_hpo10_v1,icraft_md,10,train,1,1,1.0,1,1.0,0,0,4.0,4.0,4.0,0.0,6.0
prospective90,saved_sources_plus_ddx_bayes10_plus_visible_rare_hpo10_v1,icraft_md,15,train,1,1,1.0,1,1.0,0,0,4.0,4.0,4.0,0.0,6.0
prospective90,saved_sources_plus_ddx_bayes10_plus_visible_rare_hpo10_v1,rarebench,5,train,1,1,1.0,1,1.0,0,0,21.0,21.0,21.0,13.0,5.0
prospective90,saved_sources_plus_ddx_bayes10_plus_visible_rare_hpo10_v1,rarebench,10,train,1,1,1.0,1,1.0,0,0,21.0,21.0,21.0,13.0,6.0
prospective90,saved_sources_plus_ddx_bayes10_plus_visible_rare_hpo10_v1,rarebench,15,train,1,1,1.0,1,1.0,0,0,21.0,21.0,21.0,13.0,6.0
prospective90,saved_sources_union,ALL,-1,ALL,9,9,1.0,8,0.8888888888888888,1,0,12.777777777777779,16.0,17.6,6.111111111111111,7.0
prospective90,saved_sources_union,ddxplus,5,ALL,1,1,1.0,0,0.0,1,0,16.0,16.0,16.0,8.0,5.0
prospective90,saved_sources_union,ddxplus,10,ALL,1,1,1.0,1,1.0,0,0,16.0,16.0,16.0,8.0,10.0
prospective90,saved_sources_union,ddxplus,15,ALL,1,1,1.0,1,1.0,0,0,20.0,20.0,20.0,12.0,14.0
prospective90,saved_sources_union,icraft_md,5,ALL,1,1,1.0,1,1.0,0,0,4.0,4.0,4.0,0.0,5.0
prospective90,saved_sources_union,icraft_md,10,ALL,1,1,1.0,1,1.0,0,0,4.0,4.0,4.0,0.0,6.0
prospective90,saved_sources_union,icraft_md,15,ALL,1,1,1.0,1,1.0,0,0,4.0,4.0,4.0,0.0,6.0
prospective90,saved_sources_union,rarebench,5,ALL,1,1,1.0,1,1.0,0,0,17.0,17.0,17.0,9.0,5.0
prospective90,saved_sources_union,rarebench,10,ALL,1,1,1.0,1,1.0,0,0,17.0,17.0,17.0,9.0,6.0
prospective90,saved_sources_union,rarebench,15,ALL,1,1,1.0,1,1.0,0,0,17.0,17.0,17.0,9.0,6.0
prospective90,saved_sources_union,ALL,-1,train,9,9,1.0,8,0.8888888888888888,1,0,12.777777777777779,16.0,17.6,6.111111111111111,7.0
prospective90,saved_sources_union,ddxplus,5,train,1,1,1.0,0,0.0,1,0,16.0,16.0,16.0,8.0,5.0
prospective90,saved_sources_union,ddxplus,10,train,1,1,1.0,1,1.0,0,0,16.0,16.0,16.0,8.0,10.0
prospective90,saved_sources_union,ddxplus,15,train,1,1,1.0,1,1.0,0,0,20.0,20.0,20.0,12.0,14.0
prospective90,saved_sources_union,icraft_md,5,train,1,1,1.0,1,1.0,0,0,4.0,4.0,4.0,0.0,5.0
prospective90,saved_sources_union,icraft_md,10,train,1,1,1.0,1,1.0,0,0,4.0,4.0,4.0,0.0,6.0
prospective90,saved_sources_union,icraft_md,15,train,1,1,1.0,1,1.0,0,0,4.0,4.0,4.0,0.0,6.0
