policy_name,scope,num_decisions,num_correct,accuracy,base_accuracy,wins_vs_base,regressions_vs_base,branch_rate,mean_branches_spawned,mean_selected_requests,mean_total_branch_requests
trigger=premature_stop_guard|budget=4|judge=highest_mlp_confidence,n24_base,49,44,0.8979591836734694,0.9183673469387755,0,1,0.22448979591836735,0.8979591836734694,6.469387755102041,12.979591836734693
trigger=premature_stop_guard|budget=4|judge=highest_mlp_confidence,n25_r01,49,44,0.8979591836734694,0.8979591836734694,0,0,0.20408163265306123,0.8163265306122449,6.816326530612245,13.755102040816327
trigger=premature_stop_guard|budget=4|judge=highest_mlp_confidence,n25_r02,49,42,0.8571428571428571,0.8571428571428571,0,0,0.20408163265306123,0.8163265306122449,6.673469387755102,12.918367346938776
trigger=premature_stop_guard|budget=4|judge=highest_mlp_confidence,n25_r03,49,43,0.8775510204081632,0.8571428571428571,1,0,0.22448979591836735,0.8979591836734694,6.653061224489796,13.693877551020408
trigger=premature_stop_guard|budget=4|judge=highest_mlp_margin,all_base_runs,245,218,0.889795918367347,0.8816326530612245,3,1,0.22040816326530613,0.8816326530612245,6.685714285714286,13.8
trigger=premature_stop_guard|budget=4|judge=highest_mlp_margin,n13_frozen,49,45,0.9183673469387755,0.8775510204081632,2,0,0.24489795918367346,0.9795918367346939,6.877551020408164,15.653061224489797
trigger=premature_stop_guard|budget=4|judge=highest_mlp_margin,n24_base,49,44,0.8979591836734694,0.9183673469387755,0,1,0.22448979591836735,0.8979591836734694,6.469387755102041,12.979591836734693
trigger=premature_stop_guard|budget=4|judge=highest_mlp_margin,n25_r01,49,44,0.8979591836734694,0.8979591836734694,0,0,0.20408163265306123,0.8163265306122449,6.795918367346939,13.755102040816327
trigger=premature_stop_guard|budget=4|judge=highest_mlp_margin,n25_r02,49,42,0.8571428571428571,0.8571428571428571,0,0,0.20408163265306123,0.8163265306122449,6.653061224489796,12.918367346938776
trigger=premature_stop_guard|budget=4|judge=highest_mlp_margin,n25_r03,49,43,0.8775510204081632,0.8571428571428571,1,0,0.22448979591836735,0.8979591836734694,6.63265306122449,13.693877551020408
trigger=premature_stop_guard|budget=4|judge=majority_vote,all_base_runs,245,218,0.889795918367347,0.8816326530612245,3,1,0.22040816326530613,0.8816326530612245,6.661224489795918,13.8
