fpr,tpr
0.0,0.0
0.0,0.0011376564277588168
0.0,0.12741751990898748
0.0008920606601248885,0.12741751990898748
0.0008920606601248885,0.22866894197952217
0.001784121320249777,0.22866894197952217
0.001784121320249777,0.25483503981797495
0.0026761819803746653,0.25483503981797495
0.0026761819803746653,0.2571103526734926
0.003568242640499554,0.2571103526734926
0.003568242640499554,0.29692832764505117
0.0044603033006244425,0.29692832764505117
0.0044603033006244425,0.29806598407281
0.0053523639607493305,0.29806598407281
0.0053523639607493305,0.31399317406143346
0.007136485280999108,0.31399317406143346
0.007136485280999108,0.3890784982935154
0.008028545941123996,0.3890784982935154
0.008028545941123996,0.3902161547212742
0.008920606601248885,0.3902161547212742
0.008920606601248885,0.3924914675767918
0.009812667261373774,0.3924914675767918
0.009812667261373774,0.4050056882821388
0.010704727921498661,0.4050056882821388
0.010704727921498661,0.40955631399317405
0.01159678858162355,0.40955631399317405
0.01159678858162355,0.4152445961319681
0.012488849241748439,0.4152445961319681
0.012488849241748439,0.41751990898748575
0.013380909901873328,0.41751990898748575
0.013380909901873328,0.4254835039817975
0.014272970561998216,0.4254835039817975
0.014272970561998216,0.42775881683731515
0.015165031222123104,0.42775881683731515
0.015165031222123104,0.43458475540386804
0.016057091882247992,0.43458475540386804
0.016057091882247992,0.44254835039817975
0.01694915254237288,0.44254835039817975
0.01694915254237288,0.44937428896473264
0.01784121320249777,0.44937428896473264
0.01784121320249777,0.4630261660978385
0.01873327386262266,0.4630261660978385
0.01873327386262266,0.46985210466439137
0.019625334522747548,0.46985210466439137
0.019625334522747548,0.4732650739476678
0.021409455842997322,0.4732650739476678
0.021409455842997322,0.47667804323094426
0.02230151650312221,0.47667804323094426
0.02230151650312221,0.48236632536973834
0.0231935771632471,0.48236632536973834
0.0231935771632471,0.5085324232081911
0.02408563782337199,0.5085324232081911
0.02408563782337199,0.5221843003412969
0.025869759143621766,0.5221843003412969
0.025869759143621766,0.5233219567690558
0.026761819803746655,0.5233219567690558
0.026761819803746655,0.5267349260523322
0.027653880463871544,0.5267349260523322
0.027653880463871544,0.5278725824800911
0.028545941123996433,0.5278725824800911
0.028545941123996433,0.5324232081911263
0.029438001784121322,0.5324232081911263
0.029438001784121322,0.5494880546075085
0.030330062444246207,0.5494880546075085
0.030330062444246207,0.5597269624573379
0.031222123104371096,0.5597269624573379
0.031222123104371096,0.5620022753128555
0.032114183764495985,0.5620022753128555
0.032114183764495985,0.571103526734926
0.03389830508474576,0.571103526734926
0.03389830508474576,0.5733788395904437
0.03479036574487065,0.5733788395904437
0.03479036574487065,0.5779294653014789
0.036574487065120426,0.5779294653014789
0.036574487065120426,0.5790671217292378
0.0383586083853702,0.5790671217292378
0.0383586083853702,0.5915813424345847
0.039250669045495096,0.5915813424345847
0.039250669045495096,0.5938566552901023
0.04014272970561998,0.5938566552901023
0.04014272970561998,0.6063708759954494
0.04103479036574487,0.6063708759954494
0.04103479036574487,0.6279863481228669
0.043710972346119537,0.6279863481228669
0.043710972346119537,0.6416382252559727
0.04460303300624442,0.6416382252559727
0.04460303300624442,0.646188850967008
0.045495093666369314,0.646188850967008
0.045495093666369314,0.6507394766780432
0.0463871543264942,0.6507394766780432
0.0463871543264942,0.6518771331058021
0.04727921498661909,0.6518771331058021
0.04727921498661909,0.6530147895335608
0.04817127564674398,0.6530147895335608
0.04817127564674398,0.658703071672355
0.04906333630686887,0.658703071672355
0.04906333630686887,0.6598407281001137
0.049955396966993755,0.6598407281001137
0.049955396966993755,0.6655290102389079
0.05173951828724353,0.6655290102389079
0.05173951828724353,0.6678043230944255
0.05263157894736842,0.6678043230944255
0.05263157894736842,0.6814562002275313
0.054415700267618196,0.6814562002275313
0.054415700267618196,0.6973833902161547
0.05530776092774309,0.6973833902161547
0.05530776092774309,0.70193401592719
0.05798394290811775,0.70193401592719
0.05798394290811775,0.7042093287827076
0.058876003568242644,0.7042093287827076
0.058876003568242644,0.7064846416382252
0.05976806422836753,0.7064846416382252
0.05976806422836753,0.7110352673492605
0.060660124888492414,0.7110352673492605
0.060660124888492414,0.7121729237770194
0.06155218554861731,0.7121729237770194
0.06155218554861731,0.7303754266211604
0.06244424620874219,0.7303754266211604
0.06244424620874219,0.7315130830489193
0.06333630686886708,0.7315130830489193
0.06333630686886708,0.7349260523321957
0.06512042818911686,0.7349260523321957
0.06512042818911686,0.7383390216154722
0.06690454950936664,0.7383390216154722
0.06690454950936664,0.7519908987485779
0.06779661016949153,0.7519908987485779
0.06779661016949153,0.7531285551763367
0.0695807314897413,0.7531285551763367
0.0695807314897413,0.7554038680318543
0.07136485280999108,0.7554038680318543
0.07136485280999108,0.7622298065984073
0.07225691347011597,0.7622298065984073
0.07225691347011597,0.764505119453925
0.07314897413024085,0.764505119453925
0.07314897413024085,0.7667804323094426
0.07582515611061552,0.7667804323094426
0.07582515611061552,0.7679180887372014
0.0767172167707404,0.7679180887372014
0.0767172167707404,0.770193401592719
0.07760927743086529,0.770193401592719
0.07760927743086529,0.7781569965870307
0.07939339875111508,0.7781569965870307
0.07939339875111508,0.7815699658703071
0.08028545941123996,0.7815699658703071
0.08028545941123996,0.7838452787258248
0.08206958073148975,0.7838452787258248
0.08206958073148975,0.7895335608646189
0.08296164139161463,0.7895335608646189
0.08296164139161463,0.7906712172923777
0.08385370205173952,0.7906712172923777
0.08385370205173952,0.7918088737201365
0.08652988403211419,0.7918088737201365
0.08652988403211419,0.7952218430034129
0.08831400535236396,0.7952218430034129
0.08831400535236396,0.7974971558589306
0.08920606601248884,0.7974971558589306
0.08920606601248884,0.8020477815699659
0.09099018733273863,0.8020477815699659
0.09099018733273863,0.8031854379977247
0.0927743086529884,0.8031854379977247
0.0927743086529884,0.8088737201365188
0.0936663693131133,0.8088737201365188
0.0936663693131133,0.8100113765642776
0.09455842997323818,0.8100113765642776
0.09455842997323818,0.8122866894197952
0.09634255129348795,0.8122866894197952
0.09634255129348795,0.8134243458475541
0.09991079393398751,0.8134243458475541
0.09991079393398751,0.8179749715585893
0.1008028545941124,0.8179749715585893
0.1008028545941124,0.8191126279863481
0.10704727921498662,0.8191126279863481
0.10704727921498662,0.820250284414107
0.10972346119536129,0.820250284414107
0.10972346119536129,0.8213879408418657
0.11150758251561106,0.8213879408418657
0.11150758251561106,0.8304891922639362
0.11239964317573595,0.8304891922639362
0.11239964317573595,0.8407281001137656
0.11329170383586083,0.8407281001137656
0.11329170383586083,0.8418657565415245
0.11418376449598573,0.8418657565415245
