policy_name,branch_trigger_threshold,continuation_value_threshold,max_branches,num_cases,candidate_pool_recall_count,candidate_pool_recall,num_correct,accuracy,mean_selected_requests,mean_total_replayed_requests,median_total_replayed_requests,p90_total_replayed_requests,p95_total_replayed_requests,max_total_replayed_requests,triggered_case_count_by_probability,branch_cases_with_saved_rows,branch_rows_replayed,extra_roots_total,overrides_applied,candidate_pool_misses,misses
adaptive_value_branching_v1,0.5,0.05,3,49,49,1.0,48,0.9795918367346939,7.163265306122449,10.938775510204081,5.0,22.200000000000003,51.59999999999994,85.0,6,6,13,12,1,,test:111176:Acute rhinosinusitis->Chronic rhinosinusitis
adaptive_value_branching_v1,0.75,0.05,3,49,49,1.0,48,0.9795918367346939,7.163265306122449,10.938775510204081,5.0,22.200000000000003,51.59999999999994,85.0,6,6,13,12,1,,test:111176:Acute rhinosinusitis->Chronic rhinosinusitis
adaptive_value_branching_v1,0.8,0.05,3,49,49,1.0,48,0.9795918367346939,7.163265306122449,10.938775510204081,5.0,22.200000000000003,51.59999999999994,85.0,6,6,13,12,1,,test:111176:Acute rhinosinusitis->Chronic rhinosinusitis
adaptive_value_branching_v1,0.805,0.05,3,49,49,1.0,48,0.9795918367346939,7.163265306122449,10.938775510204081,5.0,22.200000000000003,51.59999999999994,85.0,6,6,13,12,1,,test:111176:Acute rhinosinusitis->Chronic rhinosinusitis
adaptive_value_branching_v1,0.8058,0.025,3,49,49,1.0,48,0.9795918367346939,7.122448979591836,11.387755102040817,5.0,23.60000000000001,53.99999999999997,85.0,5,5,14,12,1,,test:111176:Acute rhinosinusitis->Chronic rhinosinusitis
adaptive_value_branching_v1,0.80585,0.025,3,49,49,1.0,48,0.9795918367346939,7.122448979591836,11.387755102040817,5.0,23.60000000000001,53.99999999999997,85.0,5,5,14,12,1,,test:111176:Acute rhinosinusitis->Chronic rhinosinusitis
adaptive_value_branching_v1,0.225,0.025,3,49,49,1.0,48,0.9795918367346939,7.163265306122449,11.857142857142858,5.0,26.80000000000001,53.99999999999997,85.0,6,6,17,12,1,,test:111176:Acute rhinosinusitis->Chronic rhinosinusitis
adaptive_value_branching_v1,0.5,0.025,3,49,49,1.0,48,0.9795918367346939,7.163265306122449,11.857142857142858,5.0,26.80000000000001,53.99999999999997,85.0,6,6,17,12,1,,test:111176:Acute rhinosinusitis->Chronic rhinosinusitis
adaptive_value_branching_v1,0.75,0.025,3,49,49,1.0,48,0.9795918367346939,7.163265306122449,11.857142857142858,5.0,26.80000000000001,53.99999999999997,85.0,6,6,17,12,1,,test:111176:Acute rhinosinusitis->Chronic rhinosinusitis
adaptive_value_branching_v1,0.8,0.025,3,49,49,1.0,48,0.9795918367346939,7.163265306122449,11.857142857142858,5.0,26.80000000000001,53.99999999999997,85.0,6,6,17,12,1,,test:111176:Acute rhinosinusitis->Chronic rhinosinusitis
