fpr,tpr
0.0,0.0
0.0,0.001145475372279496
0.0,0.05154639175257732
0.0008873114463176575,0.05154639175257732
0.0008873114463176575,0.06414662084765177
0.001774622892635315,0.06414662084765177
0.001774622892635315,0.07560137457044673
0.0026619343389529724,0.07560137457044673
0.0026619343389529724,0.12027491408934708
0.00354924578527063,0.12027491408934708
0.00354924578527063,0.12943871706758306
0.0044365572315882874,0.12943871706758306
0.0044365572315882874,0.143184421534937
0.005323868677905945,0.143184421534937
0.005323868677905945,0.145475372279496
0.006211180124223602,0.145475372279496
0.006211180124223602,0.15234822451317298
0.00709849157054126,0.15234822451317298
0.00709849157054126,0.16036655211912945
0.007985803016858917,0.16036655211912945
0.007985803016858917,0.16494845360824742
0.008873114463176575,0.16494845360824742
0.008873114463176575,0.16838487972508592
0.009760425909494233,0.16838487972508592
0.009760425909494233,0.18671248568155785
0.01064773735581189,0.18671248568155785
0.01064773735581189,0.18785796105383734
0.011535048802129548,0.18785796105383734
0.011535048802129548,0.2016036655211913
0.012422360248447204,0.2016036655211913
0.012422360248447204,0.2222222222222222
0.013309671694764862,0.2222222222222222
0.013309671694764862,0.2256586483390607
0.01419698314108252,0.2256586483390607
0.01419698314108252,0.23711340206185566
0.015084294587400177,0.23711340206185566
0.015084294587400177,0.24398625429553264
0.015971606033717833,0.24398625429553264
0.015971606033717833,0.24971363115693013
0.01685891748003549,0.24971363115693013
0.01685891748003549,0.2565864833906071
0.01774622892635315,0.2565864833906071
0.01774622892635315,0.26575028636884307
0.018633540372670808,0.26575028636884307
0.018633540372670808,0.2898052691867125
0.019520851818988466,0.2898052691867125
0.019520851818988466,0.3035509736540664
0.02040816326530612,0.3035509736540664
0.02040816326530612,0.30469644902634596
0.02129547471162378,0.30469644902634596
0.02129547471162378,0.30584192439862545
0.022182786157941437,0.30584192439862545
0.022182786157941437,0.3127147766323024
0.023070097604259095,0.3127147766323024
0.023070097604259095,0.3470790378006873
0.023957409050576754,0.3470790378006873
0.023957409050576754,0.35624284077892326
0.024844720496894408,0.35624284077892326
0.024844720496894408,0.3631156930126002
0.025732031943212066,0.3631156930126002
0.025732031943212066,0.3757159221076747
0.026619343389529725,0.3757159221076747
0.026619343389529725,0.38258877434135163
0.027506654835847383,0.38258877434135163
0.027506654835847383,0.4020618556701031
0.02839396628216504,0.4020618556701031
0.02839396628216504,0.4043528064146621
0.029281277728482696,0.4043528064146621
0.029281277728482696,0.40893470790378006
0.030168589174800354,0.40893470790378006
0.030168589174800354,0.41580756013745707
0.031055900621118012,0.41580756013745707
0.031055900621118012,0.42038946162657503
0.03194321206743567,0.42038946162657503
0.03194321206743567,0.4261168384879725
0.032830523513753325,0.4261168384879725
0.032830523513753325,0.44673539518900346
0.03371783496007098,0.44673539518900346
0.03371783496007098,0.4558991981672394
0.03460514640638864,0.4558991981672394
0.03460514640638864,0.4570446735395189
0.0354924578527063,0.4570446735395189
0.0354924578527063,0.4856815578465063
0.03637976929902396,0.4856815578465063
0.03637976929902396,0.49026345933562426
